Sample_name,Num_of_http_request,Num of get request,Num of post request,Num requests between first html response and malware response,Time between first html response and malware response,if_there_other_format_between_exe_html,download_malware_time,if exist fake_format(Pretending action),if exist refer_header_for_malware_request,entropy_of_downloadmalware_url,request_parameters,request_parameters_length,Get or Post request,Have_exe_file,entropy_of_exe_file,suspicious functions,vt positive results,Domain_name,availability,DN entropy,creation date,expiration date,lifetime,country,emails entropy,result
2016/12/16/2016-12-16-Locky-malspam-traffic-example,40,20,0,15,0:00:04,TRUE,0:00:00,TRUE,FALSE,0.722842217,6,192,FALSE,TRUE,7.908297941,5,50,hit.thincoachmd.com,0,0.402637153,1244174400,1528171200,283996800,840,0.446558678,0
2016/12/16/2016-12-16-Locky-malspam-traffic-example,72,36,0,13,0:00:09,TRUE,0:00:00,TRUE,FALSE,0.720340547,6,192,FALSE,TRUE,7.912699619,5,44,new.slimcoachmd.com,0,0.442110837,1242878400,1495339200,252460800,840,0.446558678,0
2016/12/16/2016-12-16-Locky-malspam-traffic-example,160,40,40,13,0:00:09,TRUE,0:00:00,TRUE,FALSE,0.720340547,6,192,FALSE,TRUE,5.972767887,4,51,new.slimcoachmd.com,0,0.442110837,1242878400,1495339200,252460800,840,0.446558678,0
2016/12/17/2016-12-17-traffic-analysis-exercise,472,228,8,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/12/19/2016-12-19-traffic-from-Portuguese-malspam,96,48,0,31,0:00:09,TRUE,0:00:00,FALSE,FALSE,0.722572074,1,219,FALSE,TRUE,7.897562992,5,48,hd7m2.talhanterbutres.top,0,0.490482033,1482159236,1513695236,31536000,616,0,0
2016/12/19/2016-12-19-traffic-from-Portuguese-malspam,144,72,0,31,0:00:09,TRUE,0:00:00,FALSE,FALSE,0.722572074,1,219,FALSE,TRUE,7.897562992,5,48,hd7m2.talhanterbutres.top,0,0.490482033,1482159236,1513695236,31536000,616,0,0
2016/12/20/2016-12-20-TDS-based-Rig-V-sends-Terdot.A-or-Zloader,48,4,20,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,52,,-1,-1,-1,-1,-1,-1,-1,0
2016/12/20/2016-12-20-TDS-based-Rig-V-sends-Terdot.A-or-Zloader,200,28,72,73,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.717967511,6,192,FALSE,TRUE,6.918215529,6,49,ex.channelingwithdian.com,0,0.466707595,1406174400,1500868800,94694400,840,0.446558678,0
2016/12/21/2016-12-21-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,80,20,20,37,0:00:07,TRUE,0:00:00,FALSE,FALSE,0.716585171,6,200,FALSE,TRUE,7.720024297,2,50,vcx.2independenceday.com,0,0.446741864,987566400,1492488000,504921600,840,0.446558678,0
2016/12/21/2016-12-21-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,120,40,20,17,0:00:11,TRUE,0:00:00,FALSE,FALSE,0.727017286,1,219,FALSE,TRUE,3.307812075,0,49,uknou.lettedroftofoft.top,0,0.410611189,1482350586,1513886586,31536000,616,0,0
2016/12/21/2016-12-21-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,168,60,24,23,0:00:06,TRUE,0:00:00,FALSE,FALSE,0.729190579,6,196,FALSE,TRUE,7.808077637,6,42,art.2survival.com,0,0.452109322,1006232400,1511154000,504921600,840,0.446558678,0
2016/12/22/2016-12-22-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,40,20,0,0,0,TRUE,0:00:00,FALSE,FALSE,0.470482033,1,14,FALSE,TRUE,7.840474444,6,46,13.77.0.166,0,0.310214313,,,,,0.460235094,0
2016/12/22/2016-12-22-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,88,40,4,21,0:00:19,TRUE,0:00:00,FALSE,FALSE,0.723228925,6,199,FALSE,TRUE,7.832398303,6,50,art.flightsgirl.com,0,0.452043561,1362286800,1520053200,157766400,840,0.446558678,0
2016/12/23/2016-12-23-Afraidgate-Rig-V-sends-Locky-ransomware,120,24,36,53,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.725382416,6,198,FALSE,TRUE,7.458576576,1,49,red.happyeyesusa.com,0,0.448022969,1481778000,1544850000,63072000,156,0.446558678,0
2016/12/26/2016-12-26-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,48,24,0,15,0:00:07,TRUE,0:00:00,FALSE,FALSE,0.721168608,6,211,FALSE,TRUE,7.44129515,6,53,end.wealthismybirthright.com,0,0.501523561,1463371200,1494907200,31536000,840,0.446558678,0
2016/12/27/2016-12-27-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,176,20,68,49,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.72790278,1,219,FALSE,TRUE,6.186805007,3,56,sjxkv.gotdirolhersheck.top,0,0.49738722,1482841179,1514377179,31536000,616,0,0
2016/12/27/2016-12-27-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,216,36,72,19,0:00:08,TRUE,0:00:00,FALSE,FALSE,0.717912101,6,205,FALSE,TRUE,7.44129515,6,53,free.brunette.toys,0,0.404887245,1430285624,1493444024,63158400,840,0.446558678,0
2016/12/28/2016-12-28-4th-run-Sundown-EK-sends-Terdot.A-Zloader,120,40,20,47,0:00:17,TRUE,0:00:00,FALSE,FALSE,0.478359351,1,6,FALSE,TRUE,6.101330142,3,50,zwh.0142.mobi,0,0.443324179,,,,,,0
2016/12/28/2016-12-28-4th-run-Sundown-EK-sends-Terdot.A-Zloader,240,80,40,43,5:38:20,TRUE,0:00:00,FALSE,FALSE,0.465201456,1,6,FALSE,TRUE,7.147785655,8,50,sof.0144.mobi,0,0.404862641,,,,,,0
2016/12/28/2016-12-28-4th-run-Sundown-EK-sends-Terdot.A-Zloader,280,100,40,19,0:00:17,TRUE,0:00:00,FALSE,FALSE,0.465201456,1,6,FALSE,TRUE,7.147785655,8,50,sof.0144.mobi,0,0.404862641,,,,,,0
2016/12/28/2016-12-28-4th-run-Sundown-EK-sends-Terdot.A-Zloader,336,128,40,13,0:00:15,TRUE,0:00:00,FALSE,FALSE,0.465201456,1,6,FALSE,TRUE,7.147785655,8,50,sof.0144.mobi,0,0.404862641,,,,,,0
2016/12/29/2016-12-29-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,192,20,76,55,0:00:08,TRUE,0:00:00,FALSE,FALSE,0.722898186,1,219,FALSE,TRUE,6.054168917,2,48,u8loi.caparherstheten.top,0,0.472933157,1483013582,1514549582,31536000,616,0,0
2016/12/29/2016-12-29-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,232,40,76,17,0:00:13,TRUE,0:00:00,FALSE,FALSE,0.726490012,1,219,FALSE,TRUE,6.054168917,2,48,nf2v9.hertrefrifited.top,0,0.453226824,1483013581,1514549581,31536000,616,0,0
2016/12/29/2016-12-29-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,320,76,84,35,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.724760928,6,202,FALSE,TRUE,7.392921459,6,50,see.valentines.toys,0,0.407603515,1430341782,1493500182,63158400,840,0.446558678,0
2016/12/30/2016-12-30-EITest-Rig-E-sends-Chthonicp-banking-Trojan,80,20,20,27,0:00:16,TRUE,0:00:00,FALSE,FALSE,0.721140579,1,219,FALSE,TRUE,6.055209046,2,22,eqzv4.resonguterthet.top,0,0.458536982,1483104230,1514640230,31536000,616,0,0
2017/01/01/2017-01-01-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,160,64,16,123,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.718523007,7,225,FALSE,TRUE,7.895971161,6,49,dad.tangouniformfirearms.com,0,0.471367812,1463198400,1494734400,31536000,840,0.446558678,0
2017/01/02/2017-01-02-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,48,20,4,41,0:00:06,TRUE,0:00:00,FALSE,FALSE,0.720192367,7,221,FALSE,TRUE,7.897076849,6,47,free.infocom2016.org,0,0.460522969,1454372504,1517530904,63158400,840,0,0
2017/01/03/2017-01-03-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,8,2,2,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/03/2017-01-03-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,48,18,6,33,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.732641108,7,226,FALSE,TRUE,7.897910306,6,37,fix.dragonhide.net,0,0.451796187,969768000,1506225600,536457600,840,0.446558678,0
2017/01/04/2017-01-04-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,8,4,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.894992147,6,47,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/04/2017-01-04-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,56,24,4,39,0:00:04,TRUE,0:00:00,TRUE,FALSE,0.711645616,7,223,FALSE,TRUE,7.893635056,6,46,add.engstromperformance.com,1,0.460011177,,,,,,0
2017/01/05/2017-01-05-Cerber-malspam-traffic,28,12,2,23,0:00:04,TRUE,0:00:00,TRUE,FALSE,0.718884378,7,223,FALSE,TRUE,7.901205651,6,43,lol.industriaspedrozo.com,0,0.480482033,1207886400,1554955200,347068800,68,0.446558678,0
2017/01/05/2017-01-05-Cerber-malspam-traffic,56,24,4,23,0:00:07,TRUE,0:00:00,TRUE,FALSE,0.726644248,7,226,FALSE,TRUE,7.864854458,6,43,bo.eficont.biz,0,0.404490793,1382567592,1508731199,126163607,,,0
2017/01/05/2017-01-05-Cerber-malspam-traffic,80,34,6,21,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.718368355,7,248,FALSE,TRUE,7.860787571,6,34,new.innovapps.mobi,0,0.432665023,,,,,,0
2017/01/05/2017-01-05-Cerber-malspam-traffic,172,80,6,21,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.459558236,1,17,FALSE,TRUE,6.58170012,7,1,65.181.112.240,0,0.344179299,,,,,0.455311209,0
2017/01/05/2017-01-05-Cerber-malspam-traffic,180,84,6,21,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.488670993,1,11,FALSE,TRUE,7.901205651,6,46,randoz-pandom.wang,0,0.427422748,1483131966,1514667966,31536000,840,0.402441031,0
2017/01/06/2017-01-06-Sundown-EK-sends-Terdot.A-Zloader,44,18,4,35,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.717299269,7,245,FALSE,TRUE,7.911011878,6,44,try.jensiaarts.com,0,0.451796187,1458705600,1521777600,63072000,840,0.446558678,0
2017/01/06/2017-01-06-Sundown-EK-sends-Terdot.A-Zloader,68,28,6,23,0:00:08,TRUE,0:00:00,FALSE,FALSE,0.728932995,7,238,FALSE,TRUE,7.911011878,6,49,we.karenmelbourne.com,0,0.441896831,1440129600,1503288000,63158400,840,0.446558678,0
2017/01/06/2017-01-06-Sundown-EK-sends-Terdot.A-Zloader,96,40,8,23,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.714615568,7,230,FALSE,TRUE,7.899015663,6,35,acc.kimkardashianfashionnews.com,0,0.466292223,1439870400,1503028800,63158400,840,0.446558678,0
2017/01/06/2017-01-06-Sundown-EK-sends-Terdot.A-Zloader,132,56,10,31,0:00:13,TRUE,0:00:00,FALSE,FALSE,0.465201456,1,6,FALSE,TRUE,7.245711704,4,47,eho.1146.mobi,0,0.404862641,,,,,,0
2017/01/09/2017-01-09-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,12,4,2,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.354060525,0,47,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/09/2017-01-09-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,20,8,2,0,0,TRUE,0:00:00,TRUE,FALSE,0.404012735,1,7,FALSE,TRUE,7.910226182,6,49,aoopoerope.top,0,0.311950363,1483986482,1515522482,31536000,840,0,0
2017/01/09/2017-01-09-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,40,18,2,0,0,TRUE,0:00:00,TRUE,FALSE,0.404012735,1,7,FALSE,TRUE,7.354060525,0,47,aoopoerope.top,0,0.311950363,1483986482,1515522482,31536000,840,0,0
2017/01/09/2017-01-09-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,72,32,4,27,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.722474597,7,221,FALSE,TRUE,7.910989478,6,47,play.complex.news,0,0.452109322,,,,,,0
2017/01/10/2017-01-10-3rd-run-EITest-Rig-V-sends-CryptoMix,36,12,6,31,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.72520426,7,220,FALSE,TRUE,6.771469227,4,40,new.fax.news,0,0.364786982,,,,,,0
2017/01/10/2017-01-10-3rd-run-EITest-Rig-V-sends-CryptoMix,72,24,12,31,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.721966974,7,237,FALSE,TRUE,6.777974188,4,47,try.grandcanyon.news,0,0.440241016,,,,,,0
2017/01/10/2017-01-10-3rd-run-EITest-Rig-V-sends-CryptoMix,104,34,18,29,0:00:07,TRUE,0:00:00,FALSE,FALSE,0.719461171,7,228,FALSE,TRUE,6.771469227,4,40,acc.hair.news,0,0.404862641,,,,,,0
2017/01/11/2017-01-11-pseudoDarkleech-Rig-V-sends-Cerber-ransomware-3rd-run,100,18,32,0,0,TRUE,0:00:00,TRUE,FALSE,0.496894008,1,36,FALSE,TRUE,6.259596793,3,54,www.worstofbreed.net,0,0.410522969,1200114000,1515733200,315619200,276,0.477611116,0
2017/01/11/2017-01-11-pseudoDarkleech-Rig-V-sends-Cerber-ransomware-3rd-run,136,30,38,31,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.725980868,7,230,FALSE,TRUE,7.011036311,2,39,this.lung.news,0,0.422347938,,,,,,0
2017/01/11/2017-01-11-pseudoDarkleech-Rig-V-sends-Cerber-ransomware-3rd-run,172,42,44,31,0:00:04,TRUE,0:00:00,TRUE,FALSE,0.718579656,7,217,FALSE,TRUE,7.031747471,2,42,new.merlot.news,0,0.398737269,,,,,,0
2017/01/11/2017-01-11-pseudoDarkleech-Rig-V-sends-Cerber-ransomware-3rd-run,196,52,46,21,0:00:07,TRUE,0:00:00,TRUE,FALSE,0.717998712,7,232,FALSE,TRUE,7.555579849,6,36,this.lung.news,0,0.422347938,,,,,,0
2017/01/11/2017-01-11-pseudoDarkleech-Rig-V-sends-Cerber-ransomware-3rd-run,220,62,48,21,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.715820057,7,216,FALSE,TRUE,7.766898739,2,41,sun.myeloma.news,0,0.421875,,,,,,0
2017/01/11/2017-01-11-pseudoDarkleech-Rig-V-sends-Cerber-ransomware-3rd-run,238,70,48,13,0:00:14,TRUE,0:00:00,TRUE,FALSE,0.724213825,7,218,FALSE,TRUE,7.81793622,6,39,sun.myeloma.news,0,0.421875,,,,,,0
2017/01/12/2017-01-12-Hancitor-Pony-Vawtrak-malspam-traffic,32,10,6,29,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.724811272,7,221,FALSE,TRUE,6.941245368,2,41,we.sedona.news,0,0.362036439,,,,,,0
2017/01/12/2017-01-12-Hancitor-Pony-Vawtrak-malspam-traffic,68,24,10,29,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.524544768,1,44,FALSE,TRUE,7.131100355,9,50,vetement-sport-martinique.com,0,0.474683442,1414036800,1540267200,126230400,312,0.443324179,0
2017/01/13/2017-01-13-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,40,10,10,35,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.713850277,7,245,FALSE,TRUE,6.055185722,2,38,add.travelwriter.news,0,0.432910072,,,,,,0
2017/01/13/2017-01-13-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,56,12,16,35,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.713850277,7,245,FALSE,TRUE,6.055185722,2,38,add.travelwriter.news,0,0.432910072,,,,,,0
2017/01/13/2017-01-13-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,76,22,16,35,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.462230735,1,7,FALSE,TRUE,7.891064606,6,45,zonexxopera.top,0,0.398737269,1483987082,1515523082,31536000,840,0,0
2017/01/13/2017-01-13-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,112,34,22,31,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.71744254,7,220,FALSE,TRUE,6.975675892,3,47,acc.tps15.com,0,0.397604111,1434772800,1497931200,63158400,840,0.446558678,0
2017/01/13/2017-01-13-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,136,44,24,21,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.723349529,7,229,FALSE,TRUE,7.885756809,6,40,add.travelwriter.news,0,0.432910072,,,,,,0
2017/01/17/2017-01-17-EITest-Rig-V-sends-Spora-ransomware,8,4,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/17/2017-01-17-EITest-Rig-V-sends-Spora-ransomware,32,14,2,21,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.717332682,7,219,FALSE,TRUE,7.290310163,0,54,zome.aplusengineering-gr.com,0,0.478107877,1432872000,1527566400,94694400,300,0.446558678,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,44,18,4,35,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.715755081,7,223,FALSE,TRUE,6.183813408,3,45,acc.geoinnovativesolutions.com,0,0.455551735,1446091200,1540785600,94694400,300,0.446558678,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,64,26,6,19,0:00:22,TRUE,0:00:00,TRUE,FALSE,0.72343408,7,233,FALSE,TRUE,7.582745678,6,31,5o5.careerstories.wiki,0,0.430925188,2015-12-22T22:04:52.0Z,2017-12-22T23:59:59.0Z,,840,0.504189173,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,92,38,8,23,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.719363769,7,224,FALSE,TRUE,7.582745678,6,31,7oc.katherine-ernst.com,0,0.474386074,1434081600,1497240000,63158400,840,0.446558678,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,112,40,16,23,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.432910072,1,7,FALSE,TRUE,7.803130356,6,44,aloepolera.top,0,0.362036439,1484613175,1516149175,31536000,840,0,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,132,42,24,23,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.432910072,1,7,FALSE,TRUE,6.776548642,3,0,aloepolera.top,0,0.362036439,1484613175,1516149175,31536000,840,0,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,152,44,32,23,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.432910072,1,7,FALSE,TRUE,6.776548642,3,0,aloepolera.top,0,0.362036439,1484613175,1516149175,31536000,840,0,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,156,46,32,23,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.432910072,1,7,FALSE,TRUE,6.776548642,3,0,aloepolera.top,0,0.362036439,1484613175,1516149175,31536000,840,0,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,176,54,34,19,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.724893243,7,225,FALSE,TRUE,7.582745678,6,45,5o5.careerstories.wiki,0,0.430925188,2015-12-22T22:04:52.0Z,2017-12-22T23:59:59.0Z,,840,0.504189173,0
2017/01/18/2017-01-18-pseudoDarkleech-Rig-V-sends-Darkness-Madness-DDoS-botnet-malware,284,102,40,71,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.714429177,6,188,FALSE,TRUE,5.196297422,3,52,host.wootfunt.info,0,0.390998356,1484567751,1516103751,31536000,840,0,0
2017/01/19/2017-01-19-pseudoDarkleech-Rig-V-2nd-run-sends-Cerber-ransomware,28,12,2,23,0:00:22,TRUE,0:00:00,FALSE,FALSE,0.727107103,7,215,FALSE,TRUE,7.050630614,3,21,4rl.sensorigames.com,0,0.448022969,1404964800,1499659200,94694400,840,0.446558678,0
2017/01/19/2017-01-19-pseudoDarkleech-Rig-V-2nd-run-sends-Cerber-ransomware,56,26,2,27,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.501420644,1,6,FALSE,TRUE,7.842361296,6,34,hxrheg.fve.mobi,0,0.438361332,,,,,,0
2017/01/19/2017-01-19-pseudoDarkleech-Rig-V-2nd-run-sends-Cerber-ransomware,92,44,2,27,0:00:08,TRUE,0:00:00,FALSE,FALSE,0.501420644,1,6,FALSE,TRUE,7.896302386,6,46,hxrheg.fve.mobi,0,0.438361332,,,,,,0
2017/01/19/2017-01-19-pseudoDarkleech-Rig-V-2nd-run-sends-Cerber-ransomware,132,60,6,33,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.719320989,7,241,FALSE,TRUE,7.89617637,6,16,3xwk.sensorispace.net,0,0.468624357,1422766800,1548997200,126230400,840,0.446558678,0
2017/01/19/2017-01-19-pseudoDarkleech-Rig-V-2nd-run-sends-Cerber-ransomware,160,72,8,23,0:00:08,TRUE,0:00:00,FALSE,FALSE,0.718547786,7,231,FALSE,TRUE,7.896302386,6,46,8e5.dresdencowboy.com,0,0.456719596,1452488400,1515646800,63158400,840,0.446558678,0
2017/01/20/2017-01-20-EITest-Rig-V-sends-Cerber-ransomware,28,12,2,23,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.717263486,7,249,FALSE,TRUE,7.391406235,1,41,try.ciela.co,0,0.406453649,,,,422,0,0
2017/01/21/2017-01-20-Sage-2.0-ransomware-from-smoeroota.top-full-infection-traffic,8,4,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/21/2017-01-20-Sage-2.0-ransomware-from-smoeroota.top-full-infection-traffic,12,6,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/21/2017-01-20-Sage-2.0-ransomware-from-smoeroota.top-full-infection-traffic,16,8,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/21/2017-01-20-Sage-2.0-ransomware-from-smoeroota.top-full-infection-traffic,20,10,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/21/2017-01-20-Sage-2.0-ransomware-from-smoeroota.top-full-infection-traffic,48,12,12,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/23/2017-01-23-Sage-2.0-from-totalonedk.top-full-infection,4,2,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/23/2017-01-23-Sage-2.0-from-totalonedk.top-full-infection,12,6,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/23/2017-01-23-Sage-2.0-from-totalonedk.top-full-infection,16,8,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/23/2017-01-23-Sage-2.0-from-totalonedk.top-full-infection,52,20,6,31,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.723245954,7,222,FALSE,TRUE,6.953127313,7,47,xcv.killinghealth.net,0,0.449308215,1451538000,1514696400,63158400,840,0.446558678,0
2017/01/23/2017-01-23-Sage-2.0-from-totalonedk.top-full-infection,56,22,6,31,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.723245954,7,222,FALSE,TRUE,6.953127313,7,47,xcv.killinghealth.net,0,0.449308215,1451538000,1514696400,63158400,840,0.446558678,0
2017/01/23/2017-01-23-Sage-2.0-from-totalonedk.top-full-infection,60,24,6,31,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.723245954,7,222,FALSE,TRUE,6.953127313,7,47,xcv.killinghealth.net,0,0.449308215,1451538000,1514696400,63158400,840,0.446558678,0
2017/01/23/2017-01-23-Sage-2.0-from-totalonedk.top-full-infection,88,26,18,31,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.723245954,7,222,FALSE,TRUE,6.953127313,7,47,xcv.killinghealth.net,0,0.449308215,1451538000,1514696400,63158400,840,0.446558678,0
2017/01/24/2017-01-24-Ursnif-traffic-from-Japanese-malspam,4,2,0,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2017/01/24/2017-01-24-Ursnif-traffic-from-Japanese-malspam,40,14,6,31,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.723221086,7,215,FALSE,TRUE,6.820836941,8,31,park.hospitality-health.us,0,0.470897916,1374580933,1500782399,126201466,,,0
2017/01/24/2017-01-24-Ursnif-traffic-from-Japanese-malspam,88,34,10,39,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.724215681,7,233,FALSE,TRUE,7.908267797,6,50,park.hospitality-health.us,0,0.470897916,1374580933,1500782399,126201466,,,0
2017/01/24/2017-01-24-Ursnif-traffic-from-Japanese-malspam,140,58,12,39,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.724215681,7,233,FALSE,TRUE,7.908267797,6,50,park.hospitality-health.us,0,0.470897916,1374580933,1500782399,126201466,,,0
2017/01/25/2017-01-25-Japanese-Ursnif-malspam-traffic-part-2,224,18,94,119,0:02:03,TRUE,0:00:00,FALSE,FALSE,0.552956276,1,47,FALSE,TRUE,7.500780739,3,40,hiraso-farm.com,0,0.421694665,1437019200,1500177600,63158400,392,0.479573965,0
2017/01/25/2017-01-25-Japanese-Ursnif-malspam-traffic-part-2,228,20,94,119,0:02:03,TRUE,0:00:00,FALSE,FALSE,0.552956276,1,47,FALSE,TRUE,7.500780739,3,40,hiraso-farm.com,0,0.421694665,1437019200,1500177600,63158400,392,0.479573965,0
2017/01/25/2017-01-25-Japanese-Ursnif-malspam-traffic-part-2,300,54,96,119,0:02:03,TRUE,0:00:00,FALSE,FALSE,0.552956276,1,47,FALSE,TRUE,7.500780739,3,40,hiraso-farm.com,0,0.421694665,1437019200,1500177600,63158400,392,0.479573965,0
2017/01/26/2017-01-26-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,28,12,2,23,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.718646166,7,231,FALSE,TRUE,7.867806447,6,48,kuku.medlawpress.net,0,0.460522969,1378353600,1504584000,126230400,840,0.446558678,0
2017/01/26/2017-01-26-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,100,26,24,59,0:00:04,TRUE,0:00:00,FALSE,FALSE,0.709081693,7,224,FALSE,TRUE,3.407461636,1,54,upd.15temmuzruhu.org,0,0.452741016,1473364463,1631130863,157766400,792,0,0
